证券代码,证券简称,上市日期,"华证ESG评级
[交易日期] 2009-12-31","华证ESG评级
[交易日期] 2010-12-31","华证ESG评级
[交易日期] 2011-12-31","华证ESG评级
[交易日期] 2012-12-31","华证ESG评级
[交易日期] 2013-12-31","华证ESG评级
[交易日期] 2014-12-31","华证ESG评级
[交易日期] 2015-12-31","华证ESG评级
[交易日期] 2016-12-31","华证ESG评级
[交易日期] 2017-12-31","华证ESG评级
[交易日期] 2018-12-31","华证ESG评级
[交易日期] 2019-12-31","华证ESG评级
[交易日期] 2020-12-31",2009_量化值,2010_量化值,2011_量化值,2012_量化值,2013_量化值,2014_量化值,2015_量化值,2016_量化值,2017_量化值,2018_量化值,2019_量化值,2020_量化值
000564.SZ,*ST大集,1994-01-10,A,AAA,AAA,AA,A,A,A,A,AAA,AA,BBB,BBB,4,6,6,5,4,4,4,4,6,5,3,3
000565.SZ,渝三峡A,1994-04-08,BBB,BBB,BBB,A,A,BBB,BBB,BBB,B,BB,CCC,BB,3,3,3,4,4,3,3,3,1,2,0,2
000566.SZ,海南海药,1994-05-25,BBB,B,BB,BBB,BBB,BBB,BBB,BBB,A,CCC,B,B,3,1,2,3,3,3,3,3,4,0,1,1
000567.SZ,海德股份,1994-05-25,A,A,A,A,BBB,BB,A,A,BBB,BBB,A,A,4,4,4,4,3,2,4,4,3,3,4,4
000568.SZ,泸州老窖,1994-05-09,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,5,5,5,5,5,5,5,5,5,5,5,5
000570.SZ,苏常柴A,1994-07-01,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,3,3,3,3,3,3,3,3,3,3,3,3
000571.SZ,*ST大洲,1994-05-25,BBB,BBB,BBB,BBB,A,A,BBB,BB,BB,B,CC,CCC,3,3,3,3,4,4,3,2,2,1,0,0
000572.SZ,海马汽车,1994-08-08,BBB,BBB,BBB,BB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,3,3,3,2,3,3,3,3,3,3,3,3
000573.SZ,粤宏远A,1994-08-15,A,A,A,A,A,A,BBB,BBB,A,A,BBB,BBB,4,4,4,4,4,4,3,3,4,4,3,3
000576.SZ,甘化科工,1994-09-07,BBB,BBB,BB,BB,BBB,BBB,BBB,BBB,BB,BB,BB,BB,3,3,2,2,3,3,3,3,2,2,2,2
000581.SZ,威孚高科,1998-09-24,AA,AA,A,AA,AA,AA,AA,AA,AA,AA,AA,AA,5,5,4,5,5,5,5,5,5,5,5,5
000582.SZ,北部湾港,1995-11-02,BBB,BBB,B,BB,BB,BBB,BBB,BBB,BBB,BB,BB,BBB,3,3,1,2,2,3,3,3,3,2,2,3
000584.SZ,哈工智能,1995-11-28,BBB,BBB,BBB,BBB,BBB,B,BB,BB,BBB,BBB,BBB,BBB,3,3,3,3,3,1,2,2,3,3,3,3
000585.SZ,*ST东电,1995-12-13,BBB,BBB,BBB,BBB,BBB,BBB,BB,BBB,BBB,BBB,BBB,A,3,3,3,3,3,3,2,3,3,3,3,4
000586.SZ,汇源通信,1995-12-20,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,B,B,3,3,3,3,3,3,3,3,3,3,1,1
000587.SZ,*ST金洲,1996-04-25,BBB,B,B,BB,BBB,BBB,BBB,BBB,BBB,BBB,CCC,CC,3,1,1,2,3,3,3,3,3,3,0,0
000589.SZ,贵州轮胎,1996-03-08,BBB,BBB,BBB,BBB,BBB,BBB,A,A,BBB,BBB,BB,BBB,3,3,3,3,3,3,4,4,3,3,2,3
000590.SZ,启迪药业,1996-01-19,BBB,BBB,BBB,BBB,BB,BB,BBB,BBB,BBB,BBB,A,A,3,3,3,3,2,2,3,3,3,3,4,4
000591.SZ,太阳能,1996-02-08,BBB,BBB,BBB,A,A,BBB,BBB,BB,BBB,BBB,BBB,BBB,3,3,3,4,4,3,3,2,3,3,3,3
000592.SZ,平潭发展,1996-03-27,BBB,A,AA,AA,AA,AA,AA,A,A,AA,AA,AA,3,4,5,5,5,5,5,4,4,5,5,5
000593.SZ,大通燃气,1996-03-12,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,3,3,3,3,3,3,3,3,3,3,3,3
000595.SZ,*ST宝实,1996-04-19,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BB,BBB,BBB,BBB,3,3,3,3,3,3,3,3,2,3,3,3
000596.SZ,古井贡酒,1996-09-27,BBB,BBB,BBB,BBB,AA,AA,AA,AA,AA,AA,AA,AA,3,3,3,3,5,5,5,5,5,5,5,5
000597.SZ,东北制药,1996-05-23,BBB,BBB,AA,AA,BBB,BBB,BBB,BBB,A,BBB,BBB,BBB,3,3,5,5,3,3,3,3,4,3,3,3
000598.SZ,兴蓉环境,1996-05-29,A,A,AA,AA,AAA,AAA,AA,AA,AA,AAA,AAA,AAA,4,4,5,5,6,6,5,5,5,6,6,6
000599.SZ,青岛双星,1996-04-30,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,3,3,3,3,3,3,3,3,3,3,3,3
000600.SZ,建投能源,1996-06-06,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,A,A,A,A,3,3,3,3,3,3,3,3,4,4,4,4
000601.SZ,韶能股份,1996-08-30,BBB,BBB,BBB,BBB,BBB,BBB,BB,BB,BBB,BBB,BBB,A,3,3,3,3,3,3,2,2,3,3,3,4
000603.SZ,盛达资源,1996-08-23,B,B,CCC,B,BB,BBB,BBB,BBB,BB,BB,BB,BB,1,1,0,1,2,3,3,3,2,2,2,2
000605.SZ,渤海股份,1996-09-13,B,BB,BBB,BBB,A,A,A,A,A,BB,BB,BBB,1,2,3,3,4,4,4,4,4,2,2,3
000606.SZ,ST顺利,1996-10-04,BBB,A,A,BBB,A,A,A,A,BBB,BBB,B,B,3,4,4,3,4,4,4,4,3,3,1,1
000607.SZ,华媒控股,1996-08-30,BBB,BBB,BBB,BBB,A,A,AAA,AAA,AA,AA,A,AA,3,3,3,3,4,4,6,6,5,5,4,5
000608.SZ,阳光股份,1996-09-19,A,A,A,A,A,A,A,A,A,A,BBB,A,4,4,4,4,4,4,4,4,4,4,3,4
000609.SZ,*ST中迪,1996-10-10,BBB,BBB,BBB,BBB,BBB,A,BBB,BBB,BBB,BBB,BBB,BBB,3,3,3,3,3,4,3,3,3,3,3,3
000610.SZ,西安旅游,1996-09-26,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,A,A,BBB,A,3,3,3,3,3,3,3,3,4,4,3,4
000611.SZ,*ST天首,1996-10-08,BBB,BBB,BBB,B,BB,B,B,B,BB,BB,BB,BBB,3,3,3,1,2,1,1,1,2,2,2,3
000612.SZ,焦作万方,1996-09-26,AA,AA,AA,AA,AA,A,BBB,BB,BBB,BBB,BBB,BBB,5,5,5,5,5,4,3,2,3,3,3,3
000613.SZ,*ST东海A,1997-01-28,A,A,A,A,A,A,A,BBB,BBB,A,BBB,BBB,4,4,4,4,4,4,4,3,3,4,3,3
000615.SZ,奥园美谷,1996-10-16,A,A,A,A,A,A,A,BB,BBB,BBB,BBB,BBB,4,4,4,4,4,4,4,2,3,3,3,3
000616.SZ,ST海投,1996-11-08,A,A,A,A,A,A,A,A,AA,AA,AA,AA,4,4,4,4,4,4,4,4,5,5,5,5
000617.SZ,中油资本,1996-10-22,A,A,BBB,A,A,BBB,BBB,A,A,AA,AA,AAA,4,4,3,4,4,3,3,4,4,5,5,6
000619.SZ,海螺型材,1996-10-23,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,3,3,3,3,3,3,3,3,3,3,3,3
000620.SZ,新华联,1996-10-29,BBB,BBB,BBB,A,A,A,A,A,A,A,BB,BB,3,3,3,4,4,4,4,4,4,4,2,2
000622.SZ,恒立实业,1996-11-07,BBB,BBB,BBB,BBB,BBB,BBB,B,BB,BBB,BBB,BB,BB,3,3,3,3,3,3,1,2,3,3,2,2
000623.SZ,吉林敖东,1996-10-28,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,5,5,5,5,5,5,5,5,5,5,5,5
000625.SZ,长安汽车,1997-06-10,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,A,A,5,5,5,5,5,5,5,5,5,5,4,4
000626.SZ,远大控股,1996-11-28,A,A,A,A,A,A,A,A,A,B,BB,BBB,4,4,4,4,4,4,4,4,4,1,2,3
000627.SZ,天茂集团,1996-11-12,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,5,5,5,5,5,5,5,5,5,5,5,5
000628.SZ,高新发展,1996-11-18,BBB,BBB,BB,BB,BB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,3,3,2,2,2,3,3,3,3,3,3,3
000629.SZ,攀钢钒钛,1996-11-15,AA,AA,AA,AA,AA,AA,AA,A,BBB,BB,A,AA,5,5,5,5,5,5,5,4,3,2,4,5
000630.SZ,铜陵有色,1996-11-20,AA,AA,AA,AA,AA,AA,AA,A,AA,AA,AA,AA,5,5,5,5,5,5,5,4,5,5,5,5
000631.SZ,顺发恒业,1996-11-22,A,A,A,A,A,A,A,A,A,A,A,A,4,4,4,4,4,4,4,4,4,4,4,4
000632.SZ,三木集团,1996-11-21,AAA,AAA,AAA,AAA,AAA,A,A,AA,AA,A,BBB,A,6,6,6,6,6,4,4,5,5,4,3,4
000633.SZ,合金投资,1996-11-12,BBB,BBB,BBB,BBB,BBB,BBB,BBB,B,BB,BB,BB,BBB,3,3,3,3,3,3,3,1,2,2,2,3
000635.SZ,英力特,1996-11-20,AA,AA,AA,AA,AA,AA,AA,AA,BBB,BBB,A,AA,5,5,5,5,5,5,5,5,3,3,4,5
000636.SZ,风华高科,1996-11-29,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BB,BB,B,3,3,3,3,3,3,3,3,3,2,2,1
000637.SZ,茂化实华,1996-11-14,BBB,B,BB,BBB,A,BB,BBB,BBB,BBB,BBB,BBB,A,3,1,2,3,4,2,3,3,3,3,3,4
000638.SZ,万方发展,1996-11-26,BBB,A,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BB,3,4,3,3,3,3,3,3,3,3,3,2
000639.SZ,西王食品,1996-11-26,BBB,BBB,BBB,BBB,BBB,BB,BB,BBB,BBB,BBB,BBB,BBB,3,3,3,3,3,2,2,3,3,3,3,3
000650.SZ,仁和药业,1996-12-10,BBB,BBB,BBB,BBB,A,A,BB,BBB,BBB,A,A,A,3,3,3,3,4,4,2,3,3,4,4,4
000651.SZ,格力电器,1996-11-18,AA,AA,AA,AA,AA,AA,AA,AA,AA,A,A,A,5,5,5,5,5,5,5,5,5,4,4,4
000652.SZ,泰达股份,1996-11-28,AAA,AAA,AAA,AAA,AA,AAA,BBB,AA,AAA,AAA,AA,AAA,6,6,6,6,5,6,3,5,6,6,5,6
000655.SZ,金岭矿业,1996-11-28,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,A,A,5,5,5,5,5,5,5,5,5,5,4,4
000656.SZ,金科股份,1996-11-28,A,A,A,A,A,A,A,A,A,A,A,A,4,4,4,4,4,4,4,4,4,4,4,4
000657.SZ,中钨高新,1996-12-05,BBB,BBB,BBB,BBB,BBB,A,A,A,BBB,A,A,A,3,3,3,3,3,4,4,4,3,4,4,4
000659.SZ,珠海中富,1996-12-03,BBB,BBB,BBB,BBB,BBB,A,B,B,BB,B,B,BB,3,3,3,3,3,4,1,1,2,1,1,2
000661.SZ,长春高新,1996-12-18,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,A,AA,3,3,3,3,3,3,3,3,3,3,4,5
000663.SZ,*ST永林,1996-12-06,AA,AA,AA,AA,AA,AA,AA,BBB,A,AA,BBB,BBB,5,5,5,5,5,5,5,3,4,5,3,3
000665.SZ,湖北广电,1996-12-10,BBB,BBB,BBB,BBB,BBB,BBB,A,A,A,A,AA,A,3,3,3,3,3,3,4,4,4,4,5,4
000666.SZ,经纬纺机,1996-12-10,AA,AA,BBB,BBB,AA,AA,A,AA,AA,AA,BB,BBB,5,5,3,3,5,5,4,5,5,5,2,3
000667.SZ,美好置业,1996-12-05,AAA,AAA,AAA,AAA,AA,AA,A,A,A,A,A,A,6,6,6,6,5,5,4,4,4,4,4,4
000668.SZ,荣丰控股,1996-12-10,A,A,A,A,A,BBB,BBB,BB,BBB,BBB,BBB,A,4,4,4,4,4,3,3,2,3,3,3,4
000669.SZ,*ST金鸿,1996-12-10,BBB,BBB,BBB,B,BBB,BBB,BBB,BBB,BBB,BBB,BB,BB,3,3,3,1,3,3,3,3,3,3,2,2
000670.SZ,*ST盈方,1996-12-17,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BB,B,B,CCC,CC,3,3,3,3,3,3,3,2,1,1,0,0
000671.SZ,阳光城,1996-12-18,AAA,AA,AA,AA,AAA,AA,AA,AA,AA,AA,AA,AA,6,5,5,5,6,5,5,5,5,5,5,5
000672.SZ,上峰水泥,1996-12-18,BBB,BBB,BBB,BBB,BBB,A,BBB,AA,AA,CCC,BB,A,3,3,3,3,3,4,3,5,5,0,2,4
000673.SZ,*ST当代,1997-01-24,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,CCC,B,3,3,3,3,3,3,3,3,3,3,0,1
000676.SZ,智度股份,1996-12-24,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,A,A,3,3,3,3,3,3,3,3,3,3,4,4
000677.SZ,恒天海龙,1996-12-26,BBB,BBB,B,B,BB,B,BB,BBB,BBB,BBB,BBB,BBB,3,3,1,1,2,1,2,3,3,3,3,3
000678.SZ,襄阳轴承,1997-01-06,BBB,BBB,BBB,BB,BBB,BBB,BBB,BBB,BB,BBB,BBB,BBB,3,3,3,2,3,3,3,3,2,3,3,3
000679.SZ,大连友谊,1997-01-24,A,A,A,A,A,A,A,A,A,A,BBB,BBB,4,4,4,4,4,4,4,4,4,4,3,3
000680.SZ,山推股份,1997-01-22,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,5,5,5,5,5,5,5,5,5,5,5,5
000681.SZ,视觉中国,1997-01-21,BBB,CCC,BB,BB,BBB,BBB,BBB,BBB,A,BBB,B,BB,3,0,2,2,3,3,3,3,4,3,1,2
000682.SZ,东方电子,1997-01-21,BBB,BBB,BBB,BBB,BBB,BBB,A,BBB,BBB,BBB,BBB,A,3,3,3,3,3,3,4,3,3,3,3,4
000683.SZ,远兴能源,1997-01-31,BBB,BBB,BBB,BBB,BBB,B,BB,BBB,B,BB,BBB,BBB,3,3,3,3,3,1,2,3,1,2,3,3
000685.SZ,中山公用,1997-01-23,A,A,A,A,A,A,A,A,A,A,A,A,4,4,4,4,4,4,4,4,4,4,4,4
000686.SZ,东北证券,1997-02-27,AA,AAA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,5,6,5,5,5,5,5,5,5,5,5,5
000687.SZ,*ST华讯,1997-02-21,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,CCC,3,3,3,3,3,3,3,3,3,3,3,0
000688.SZ,国城矿业,1997-01-20,BBB,BBB,BBB,BBB,BBB,CCC,B,BB,BBB,BBB,B,BB,3,3,3,3,3,0,1,2,3,3,1,2
000690.SZ,宝新能源,1997-01-28,AA,AA,AA,AA,AA,AAA,AAA,AAA,AAA,AAA,AA,AA,5,5,5,5,5,6,6,6,6,6,5,5
000691.SZ,亚太实业,1997-02-28,BBB,BBB,BBB,BB,BBB,A,BB,B,BB,BBB,A,A,3,3,3,2,3,4,2,1,2,3,4,4
000692.SZ,惠天热电,1997-02-27,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BB,BB,BB,BB,3,3,3,3,3,3,3,3,2,2,2,2
000695.SZ,滨海能源,1997-02-18,BBB,BBB,B,BB,BBB,BB,B,CCC,BB,BBB,BB,BBB,3,3,1,2,3,2,1,0,2,3,2,3
000697.SZ,炼石航空,1997-03-25,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,3,3,3,3,3,3,3,3,3,3,3,3
000698.SZ,沈阳化工,1997-02-20,BBB,BBB,BBB,BBB,BBB,BBB,BBB,A,BBB,BBB,BBB,BBB,3,3,3,3,3,3,3,4,3,3,3,3
000700.SZ,模塑科技,1997-02-28,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,3,3,3,3,3,3,3,3,3,3,3,3
000701.SZ,厦门信达,1997-02-26,A,A,A,A,A,A,AAA,AAA,AAA,AAA,AAA,AAA,4,4,4,4,4,4,6,6,6,6,6,6
000702.SZ,正虹科技,1997-03-18,BBB,BBB,BBB,BBB,BBB,A,A,A,A,A,A,A,3,3,3,3,3,4,4,4,4,4,4,4
000703.SZ,恒逸石化,1997-03-28,BBB,BBB,BBB,BBB,BBB,BB,BBB,BBB,BBB,BBB,BBB,AA,3,3,3,3,3,2,3,3,3,3,3,5
000705.SZ,浙江震元,1997-04-10,A,A,A,A,A,A,A,A,A,A,A,A,4,4,4,4,4,4,4,4,4,4,4,4
000707.SZ,*ST双环,1997-04-15,AA,AA,AA,A,A,BBB,B,B,A,A,BBB,BBB,5,5,5,4,4,3,1,1,4,4,3,3
000708.SZ,中信特钢,1997-03-26,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,AA,3,3,3,3,3,3,3,3,3,3,3,5
000709.SZ,河钢股份,1997-04-16,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,5,5,5,5,5,5,5,5,5,5,5,5
000710.SZ,贝瑞基因,1997-04-22,BBB,BBB,BBB,BBB,BBB,BB,BB,BB,A,A,A,A,3,3,3,3,3,2,2,2,4,4,4,4
000711.SZ,京蓝科技,1997-04-11,BBB,BBB,BBB,BBB,BBB,BBB,BB,BB,BB,BBB,BB,BB,3,3,3,3,3,3,2,2,2,3,2,2
000712.SZ,锦龙股份,1997-04-15,A,A,A,A,A,A,A,AA,AA,A,AA,BBB,4,4,4,4,4,4,4,5,5,4,5,3
000713.SZ,丰乐种业,1997-04-22,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,3,3,3,3,3,3,3,3,3,3,3,3
000715.SZ,中兴商业,1997-05-08,A,A,A,A,A,BBB,BBB,A,A,A,A,A,4,4,4,4,4,3,3,4,4,4,4,4
000716.SZ,黑芝麻,1997-04-18,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BB,BBB,BBB,BB,BB,3,3,3,3,3,3,3,2,3,3,2,2
000717.SZ,韶钢松山,1997-05-08,AA,AA,AA,BB,BB,BB,BBB,B,BB,BB,BB,BBB,5,5,5,2,2,2,3,1,2,2,2,3
000718.SZ,苏宁环球,1997-04-08,A,A,AA,AA,AA,AAA,AAA,AAA,AAA,AAA,AA,AA,4,4,5,5,5,6,6,6,6,6,5,5
000719.SZ,中原传媒,1997-03-31,BBB,BBB,BBB,BBB,A,A,A,A,A,A,A,A,3,3,3,3,4,4,4,4,4,4,4,4
000720.SZ,新能泰山,1997-05-09,BBB,BBB,BBB,BBB,A,A,A,BBB,BBB,BBB,BB,A,3,3,3,3,4,4,4,3,3,3,2,4
000721.SZ,西安饮食,1997-04-30,A,A,A,A,BBB,BBB,BBB,A,A,A,A,A,4,4,4,4,3,3,3,4,4,4,4,4
000722.SZ,湖南发展,1997-05-22,BBB,BBB,BBB,BBB,BBB,A,BBB,BBB,BBB,BBB,A,A,3,3,3,3,3,4,3,3,3,3,4,4
000723.SZ,美锦能源,1997-05-15,BBB,BBB,BBB,BBB,BBB,BBB,BBB,B,CCC,BB,BB,BB,3,3,3,3,3,3,3,1,0,2,2,2
000725.SZ,京东方A,2001-01-12,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,5,5,5,5,5,5,5,5,5,5,5,5
000726.SZ,鲁泰A,2000-12-25,AA,AA,AA,A,AA,AA,AA,AA,AA,AA,AA,AA,5,5,5,4,5,5,5,5,5,5,5,5
000727.SZ,冠捷科技,1997-05-20,BBB,A,AA,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,3,4,5,3,3,3,3,3,3,3,3,3
000728.SZ,国元证券,1997-06-16,AA,AA,AA,AA,AA,AA,AAA,AAA,AAA,AAA,AAA,AAA,5,5,5,5,5,5,6,6,6,6,6,6
000729.SZ,燕京啤酒,1997-07-16,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,5,5,5,5,5,5,5,5,5,5,5,5
000731.SZ,四川美丰,1997-06-17,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,B,BB,3,3,3,3,3,3,3,3,3,3,1,2
000732.SZ,泰禾集团,1997-07-04,AA,AA,AA,AAA,AA,AA,AA,AA,AA,AA,AA,BBB,5,5,5,6,5,5,5,5,5,5,5,3
000733.SZ,振华科技,1997-07-03,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,A,A,A,3,3,3,3,3,3,3,3,3,4,4,4
000735.SZ,罗牛山,1997-06-11,BBB,BBB,BBB,BBB,BBB,BBB,AA,AA,AA,BBB,A,AA,3,3,3,3,3,3,5,5,5,3,4,5
000736.SZ,中交地产,1997-04-25,BBB,A,A,A,A,A,A,A,A,A,A,A,3,4,4,4,4,4,4,4,4,4,4,4
000737.SZ,南风化工,1997-04-28,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BB,BB,BB,BB,3,3,3,3,3,3,3,3,2,2,2,2
000738.SZ,航发控制,1997-06-26,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,AA,AA,AA,A,3,3,3,3,3,3,3,3,5,5,5,4
000739.SZ,普洛药业,1997-05-09,BBB,BBB,BBB,BBB,A,BBB,BB,B,BB,BB,BBB,BBB,3,3,3,3,4,3,2,1,2,2,3,3
000750.SZ,国海证券,1997-07-09,A,A,A,A,A,AA,AA,AA,AA,AA,A,AA,4,4,4,4,4,5,5,5,5,5,4,5
000751.SZ,锌业股份,1997-06-26,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,A,BBB,A,3,3,3,3,3,3,3,3,3,4,3,4
000752.SZ,*ST西发,1997-06-25,BBB,BBB,BBB,BBB,BB,BBB,BBB,BB,BBB,BBB,CCC,BB,3,3,3,3,2,3,3,2,3,3,0,2
000753.SZ,漳州发展,1997-06-26,AAA,AAA,AAA,AAA,AAA,AAA,AAA,AAA,AA,AAA,AAA,AAA,6,6,6,6,6,6,6,6,5,6,6,6
000755.SZ,山西路桥,1997-06-27,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,B,BB,BB,3,3,3,3,3,3,3,3,3,1,2,2
000756.SZ,新华制药,1997-08-06,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,AA,A,A,A,3,3,3,3,3,3,3,3,5,4,4,4
000757.SZ,浩物股份,1997-06-27,BBB,BBB,BBB,B,B,BB,BBB,BBB,BBB,A,BBB,BBB,3,3,3,1,1,2,3,3,3,4,3,3
000758.SZ,中色股份,1997-04-16,AA,AA,AA,AA,AA,AA,AA,AA,AA,A,A,A,5,5,5,5,5,5,5,5,5,4,4,4
000759.SZ,中百集团,1997-05-19,A,A,A,A,A,A,A,A,A,A,A,A,4,4,4,4,4,4,4,4,4,4,4,4
000760.SZ,*ST斯太,1997-06-27,BBB,BBB,BBB,BBB,BB,BB,BBB,BB,BB,CCC,CCC,CCC,3,3,3,3,2,2,3,2,2,0,0,0
000761.SZ,本钢板材,1998-01-15,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,B,BB,A,A,3,3,3,3,3,3,3,3,1,2,4,4
000762.SZ,西藏矿业,1997-07-08,BBB,BBB,BBB,AA,AA,AA,AA,AA,AA,A,A,A,3,3,3,5,5,5,5,5,5,4,4,4
000766.SZ,通化金马,1997-04-30,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BB,BBB,3,3,3,3,3,3,3,3,3,3,2,3
000767.SZ,晋控电力,1997-06-09,BBB,BBB,BBB,BBB,BBB,BBB,A,A,BB,BBB,BB,A,3,3,3,3,3,3,4,4,2,3,2,4
000768.SZ,中航西飞,1997-06-26,AA,AA,AA,A,A,AA,AA,AA,AA,AA,AA,AA,5,5,5,4,4,5,5,5,5,5,5,5
000776.SZ,广发证券,1997-06-11,A,BBB,AA,AA,AA,AA,BB,A,BB,A,A,A,4,3,5,5,5,5,2,4,2,4,4,4
000777.SZ,中核科技,1997-07-10,A,A,A,A,A,A,A,A,A,BB,BBB,A,4,4,4,4,4,4,4,4,4,2,3,4
000778.SZ,新兴铸管,1997-06-06,AA,AA,AA,AA,AA,AA,AA,AA,AA,A,A,AA,5,5,5,5,5,5,5,5,5,4,4,5
000779.SZ,甘咨询,1997-05-28,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,A,A,3,3,3,3,3,3,3,3,3,3,4,4
000780.SZ,*ST平能,1997-06-06,BBB,BBB,BBB,AA,AA,AA,AA,AA,AA,A,A,A,3,3,3,5,5,5,5,5,5,4,4,4
000782.SZ,美达股份,1997-06-19,BBB,BBB,BBB,B,CCC,BB,BB,BB,BB,B,B,BB,3,3,3,1,0,2,2,2,2,1,1,2
000783.SZ,长江证券,1997-07-31,AA,AAA,AA,AA,AA,AA,AAA,A,A,A,A,A,5,6,5,5,5,5,6,4,4,4,4,4
000785.SZ,居然之家,1997-07-11,A,A,A,A,A,A,A,A,A,A,A,A,4,4,4,4,4,4,4,4,4,4,4,4
000786.SZ,北新建材,1997-06-06,BBB,BBB,AA,AA,AA,BBB,BBB,A,A,A,BBB,A,3,3,5,5,5,3,3,4,4,4,3,4
000788.SZ,北大医药,1997-06-16,BBB,BBB,BBB,B,BB,BBB,B,B,B,BB,BBB,BBB,3,3,3,1,2,3,1,1,1,2,3,3
000789.SZ,万年青,1997-09-23,BBB,BBB,B,BB,BBB,BBB,BBB,BBB,BBB,A,A,A,3,3,1,2,3,3,3,3,3,4,4,4
000790.SZ,华神科技,1998-03-27,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BB,BB,BBB,3,3,3,3,3,3,3,3,3,2,2,3
000791.SZ,甘肃电投,1997-10-14,A,A,A,A,A,A,A,A,A,A,A,A,4,4,4,4,4,4,4,4,4,4,4,4
000792.SZ,*ST盐湖,1997-09-04,BBB,A,BB,A,AA,AA,AA,BBB,BBB,BBB,BBB,A,3,4,2,4,5,5,5,3,3,3,3,4
000793.SZ,华闻集团,1997-07-29,A,A,A,AA,AAA,BBB,A,A,AA,AA,CCC,BBB,4,4,4,5,6,3,4,4,5,5,0,3
000795.SZ,英洛华,1997-08-08,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,3,3,3,3,3,3,3,3,3,3,3,3
000796.SZ,凯撒旅业,1997-07-03,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,AA,AA,A,A,3,3,3,3,3,3,3,3,5,5,4,4
000797.SZ,中国武夷,1997-07-15,AAA,AAA,AAA,AAA,AAA,AA,AA,AA,AA,AA,AA,AA,6,6,6,6,6,5,5,5,5,5,5,5
000798.SZ,中水渔业,1998-02-12,BBB,BBB,BBB,BBB,A,BBB,BBB,B,CCC,CCC,BB,BBB,3,3,3,3,4,3,3,1,0,0,2,3
000799.SZ,酒鬼酒,1997-07-18,BBB,BBB,BBB,BBB,BBB,BBB,BBB,A,BBB,A,A,A,3,3,3,3,3,3,3,4,3,4,4,4
